generated_query,device_info
"First, start the heating on the cooling, then after that is done, wash the clothes on denim with dark colors.","[{'device': 'ac', 'mode': 'FastHeat', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Denim', 'args': {'color_shade': 'dark'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"Start the washer on Steam Normal cycle, and at the same time, start the dryer on Heavy Duty for cotton. Once the wash is complete, set the fridge to vacation mode, and also turn off the fan and exit from entertainment.","[{'device': 'washer', 'mode': 'SteamNormal', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'HeavyDuty', 'args': {'fabric_type': 'cotton'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"पहले टीवी चालू करो, फिर उसके बाद पंखे को ऑटो मोड पर कर दो.","[{'device': 'tv', 'mode': 'power', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"Fridge ka temperature 10 degree set karo aur AC ka humidity control chalu karo. Phir, dryer ko SteamSanitize mode mein dry load ke liye chalao. Uske baad microwave ko 200 degree par 2.5 minute ke liye set karo, aur ant mein TV par Netflix open karo.","[{'device': 'dryer', 'mode': 'SteamSanitize', 'args': {'load_status': 'dry'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 200, 'time': 2.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Netflix'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'SetFridgeTemp', 'args': {'temperature': 10}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'HumidityControl', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Turn off the TV, start the dryer on Activewear, and defrost in the microwave for 13 minutes.","[{'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 13.0}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Activewear', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'power', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
"Fan ko auto mode mein chalao, fridge ko 22 minute ke liye Deodorize karo, cooling ko PlasmaPurify karo, aur kapde sukhane wale ko Denim mode mein chalao.","[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 22}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'PlasmaPurify', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
AC को एनर्जी सेविंग मोड पर चालू करो और उसके बाद वाशर में तौलिये धोना शुरू कर दो.,"[{'device': 'ac', 'mode': 'EnergySaving', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Towels', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"सबसे पहले माइक्रोवेव में पसंदीदा मोड चलाओ, और साथ ही ड्रायर को परमानेंट प्रेस मोड में डेलिकेट कपड़े के लिए, एसी को ऑटो मोड पर, और वाशर को स्टीम वाइट्स मोड में ब्लीच विकल्प के साथ चलाओ।","[{'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'PermPress', 'args': {'fabric_type': 'delicate'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'SteamWhites', 'args': {'bleach_option': 'yes'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Cool the room with the AC, and then set the fridge temperature to -4 degrees.","[{'device': 'ac', 'mode': 'Cool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SetFridgeTemp', 'args': {'temperature': -4}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"माइक्रोवेव को 200 डिग्री पर 24.5 मिनट के लिए चालू करो, फिर उसके बाद AC को हीट मोड पर चालू कर दो","[{'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 200, 'time': 24.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Heat', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
पहले पंखे की स्पीड बढ़ाओ और साथ ही तौलिये सुखाने के लिए ड्रायर चालू कर दो.,"[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Towels', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"माइक्रोवेव को डीओडोराइज़ करो, और साथ में टीवी गाइड खोलो और पंखे की स्पीड एक लेवल बढ़ा दो। माइक्रोवेव के बाद ये सब करना।","[{'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'guide', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 1}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"First, start the power rinse on the washing machine. Then, once that's done and along with the automatic fan, set the microwave to convection at 200 watts for 21 minutes. After the microwave is done, go to the picture settings on the entertainment device and turn on the ice maker in the refrigerator.","[{'device': 'washer', 'mode': 'PowerRinse', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 200, 'time': 21.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'settings', 'args': {'menu': 'picture'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'IceMaker', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"सबसे पहले टीवी को होम पर नेविगेट करो, साथ ही ड्रायर को डेलिकेट्स मोड पर चालू करो, फिर उसके बाद वाशर को सेल्फ क्लीन मोड पर चलाओ.","[{'device': 'tv', 'mode': 'navigate', 'args': {'direction': 'home'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Delicates', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
Dryer ko small load pe chalao aur saath mein fridge ka temperature minus 4 degree set kar do.,"[{'device': 'dryer', 'mode': 'SmallLoad', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SetFridgeTemp', 'args': {'temperature': -4}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"फ्रिज को 17 मिनट के लिए डीओडोराइज़ करो, फिर AC की बीप बंद करो, उसके बाद नाजुक कपड़ों के लिए ड्रायर चालू करो, और उसके बाद पंखे की स्पीड 1 लेवल बढ़ा दो।","[{'device': 'ac', 'mode': 'BeepSound', 'args': {'status': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Delicates', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 1}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 17}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"फ्रिज को अपने आप साफ होने दो और टीवी को बंद करो, फिर जब वो हो जाए तो माइक्रोवेव में पसंदीदा मोड चालू करो, और उसके बाद वाशिंग मशीन को सिर्फ स्पिन मोड में चलाओ.","[{'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SpinOnly', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the dryer on Bedding mode, and at the same time, open Disney+ on the entertainment device.","[{'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Disney+'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Bedding', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Decrease the speed of the fan, and at the same time set the fridge's display brightness to level 2, then wait for the fan speed to decrease.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'down'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 2}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
फ्रिज को वेकेशन मोड पर डाल दो।,"[{'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
खाना गरम करने के लिए माइक्रोवेव चालू करो।,"[{'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"माइक्रोवेव को 13 मिनट के लिए सॉफ्टन मोड पर चालू करो, फिर AC को ऑटो पर, फ्रिज का डोर अलार्म चालू करो, वाशर को हल्के रंग के डेनिम मोड पर और टीवी को म्यूट पर एक साथ चालू कर दो.","[{'device': 'microwave', 'mode': 'Soften', 'args': {'time': 13.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Denim', 'args': {'color_shade': 'light'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'volume', 'args': {'direction': 'mute'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"सबसे पहले फ्रिज को स्मार्ट ग्रिड मोड पर लगाओ, फिर ड्रायर को 88 मिनट के लिए टाइम ड्राई मोड पर चलाओ, उसके बाद माइक्रोवेव को 30 सेकंड के लिए 210 डिग्री पर सेट करो, फिर AC को स्विंग मोड पर चालू करो, आखिर में वाशर को मीडियम लोड पर स्मॉल लोड मोड पर चलाओ.","[{'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'TimeDry', 'args': {'duration': 88}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 210, 'time': 30.0}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Swing', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"Microwave ko deodorize karo, phir jab woh ho jaye to TV band kar dena, aur saath hi cooling aur fridge mein power cool bhi chalu kar dena.","[{'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'DisplayLight', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"माइक्रोवेव में पसंदीदा मोड चालू करो और कमरे में हवा के लिए AC चालू करो, फिर फ्रिज पर चाइल्ड लॉक लगा दो, इसके बाद कपडे सुखाने के लिए इको नॉर्मल मोड चालू करो।","[{'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'ChildLock', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Fan', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'EcoNormal', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Heavy soil ke liye EcoCold mode mein dhulai machine start karo. Fridge mein 38 minute ke liye Energy Saving Mode shuru karo, saath hi microwave mein 10 minute ke liye Quick Defrost shuru karo. Uske baad pankhe ko auto mode par chala do.","[{'device': 'washer', 'mode': 'EcoCold', 'args': {'soil_level': 'heavy'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'EnergySavingMode', 'args': {'duration': 38}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 10.0}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
टीवी पर वापस जाओ,"[{'device': 'tv', 'mode': 'navigate', 'args': {'direction': 'back'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"सबसे पहले ड्रायर को छोटे लोड पर चलाओ, उसके बाद धोने की मशीन को स्टीम सैनिटाइज मोड में कलरफास्ट के साथ और हल्के मिट्टी के स्तर पर चलाओ, फिर फ्रिज को 17 मिनट के लिए फ्रिज़ से फ्रिज में बदलो, और साथ ही AC को सेल्फ क्लीन मोड पर चालू करो।","[{'device': 'ac', 'mode': 'SelfClean', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SmallLoad', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'ConvertFreezerToFridge', 'args': {'duration': 17}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SteamSanitize', 'args': {'colorfast': True, 'soil_level': 'light'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
माइक्रोवेव में कुछ नरम करने के लिए लगभग 30 सेकंड के लिए चलाओ,"[{'device': 'microwave', 'mode': 'Soften', 'args': {'time': 29.5}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"पहले टीवी पर चैनल नीचे करो, फिर उसके बाद फ्रिज का वॉटर फिल्टर रीसेट करो, और फिर जब वो हो जाए तो ड्रायर को डेनिम मोड पर चलाओ।","[{'device': 'tv', 'mode': 'channel', 'args': {'direction': 'down'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'WaterFilterReset', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"Start the dryer on HeavyDuty mode for delicate fabrics, and at the same time, set the TV to channel 159.","[{'device': 'dryer', 'mode': 'HeavyDuty', 'args': {'fabric_type': 'delicate'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'channel', 'args': {'number': 159}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"सबसे पहले टीवी चलाओ, उसके बाद फ्रिज को सेल्फ क्लीन मोड में डालो, और साथ में माइक्रोवेव को डीओडोराइज़ मोड में चालू कर दो । फिर जब फ्रिज साफ़ हो जाए तो वाशर को रिंस और स्पिन मोड पर चालू करो ।","[{'device': 'tv', 'mode': 'playback', 'args': {'action': 'play'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'RinseSpin', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"कपड़े धोने की मशीन को सामान्य मोड में, हल्के गंदे रंगीन कपड़ों के लिए चालू करो.","[{'device': 'washer', 'mode': 'Normal', 'args': {'load_type': 'colors', 'soil_level': 'light'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"Kapde dhone ke liye washing machine ko AIOptiWash mode mein chalao, aur saath hi sone ke liye AC chala do.","[{'device': 'washer', 'mode': 'AIOptiWash', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Sleep', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Dryer ko WrinkleAway mode mein 5 items ke liye 102 minutes tak chalao, aur saath hi fridge mein AI Refrigeration shuru karo.","[{'device': 'dryer', 'mode': 'WrinkleAway', 'args': {'item_count': 5, 'duration': 102}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'AIRefrigeration', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Turn on the fan, and then once it's done, start the dryer on the Shirts setting.","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Shirts', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the dryer for wool, ensuring it's safe for machine-washable woolens.","[{'device': 'dryer', 'mode': 'Wool', 'args': {'fabric_type': 'wool', 'machine_washable': True}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
फ्रिज की डिस्प्ले ब्राइटनेस लेवल 2 पर सेट करो और उसके बाद कपडे सुखाने के लिए ड्रायर को एआई ऑप्टीमल ड्राई पर चालू करो.,"[{'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 2}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'AiOptimalDry', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Washer ko Activewear mode mein chalao, phir Fridge ko 46 minute ke liye Energy Saving Mode mein dalo, uske baad Dryer ko Steam Refresh mode mein 8 partial wet items ke liye start karo.","[{'device': 'washer', 'mode': 'Activewear', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'EnergySavingMode', 'args': {'duration': 46}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'SteamRefresh', 'args': {'item_count': 8, 'load_status': 'partial_wet'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"TV ka volume 66 tak badhao, washer ko Wool mode mein 12 load size ke saath chalao, dryer ko SuperSpeed mode mein wrinklefree fabric ke liye set karo, aur microwave ko Convection mode mein 100 watts par 26 minute ke liye chalao.","[{'device': 'tv', 'mode': 'volume', 'args': {'direction': 'up', 'level': 66}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Wool', 'args': {'load_size': 12}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'SuperSpeed', 'args': {'fabric_type': 'wrinklefree'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 100, 'time': 26.0}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
"डेनिम कपड़े धोने के लिए वाशर चालू करो और साथ ही हवा के लिए पंखा ऑटो मोड पर चला दो, फिर जब वाशर चल जाए तो टीवी पर मेनू खोलो, उसके बाद माइक्रोवेव में ऑटो कुक मोड शुरू करो।","[{'device': 'washer', 'mode': 'Denim', 'args': {'color_shade': 'medium'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'menu', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the fan in auto mode and the dryer on the Shirts setting, then, after they're running, quick defrost something in the microwave for 25 seconds.","[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Shirts', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 25.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Turn on the fan, and then once it's on, navigate right on the entertainment device.","[{'device': 'tv', 'mode': 'navigate', 'args': {'direction': 'right'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the dryer with AI Optimal Dry, then set the cooling to Auto, after that, enable AI Refrigeration, and finally play the entertainment.","[{'device': 'dryer', 'mode': 'AiOptimalDry', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'AIRefrigeration', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'playback', 'args': {'action': 'play'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"Start the sanitize cycle on the dryer, and after that's done, exit from the entertainment device.","[{'device': 'dryer', 'mode': 'Sanitize', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
